name,new_title,url,id
Ryuichi Sakamoto,The Revenant Main Theme Atmospheric,https://music.youtube.com/watch?v=UscKpqBetm4&list=OLAK5uy_lcviYwPtrQeWk5usE8SuM4GGRjC87zi9o,UscKpqBetm4
José Alfredo Jiménez,Camino de Guanajuato (Remasterizado),https://music.youtube.com/watch?v=kmgJ7DiWSH8&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,kmgJ7DiWSH8
Jose Alfredo Jimenez,En el Último Trago,https://music.youtube.com/watch?v=oZvyFW3Rtgw&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,oZvyFW3Rtgw
Jose Alfredo Jimenez,Llegó Borracho el Borracho,https://music.youtube.com/watch?v=wEgrqIMEXlw&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,wEgrqIMEXlw
Jose Alfredo Jimenez,Te Solté la Rienda,https://music.youtube.com/watch?v=JUebCx9n-iI&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,JUebCx9n-iI
José Alfredo Jiménez,No Me Amenaces,https://music.youtube.com/watch?v=bN5VShljjqQ&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,bN5VShljjqQ
Jose Alfredo Jimenez,Pa' Todo el Año,https://music.youtube.com/watch?v=L2CKxkvoqrc&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,L2CKxkvoqrc
Jose Alfredo Jimenez,Ella,https://music.youtube.com/watch?v=PRieAtZYm2k&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,PRieAtZYm2k
José Alfredo Jiménez,El Perro Negro,https://music.youtube.com/watch?v=Wh2tes3mZ04&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,Wh2tes3mZ04
Jose Alfredo Jimenez,El Rey,https://music.youtube.com/watch?v=i1Wxd6KJHuo&list=OLAK5uy_nqGqof2TW8R2mu-xId3pFM5fHMSaaSxr0,i1Wxd6KJHuo
